Method,No.,Feature,n real,n synthetic,Real mean,Synthetic mean,Difference,Welch t,p-value,KS,p < 0.05
CVAE,18,concave points error,569,569,0.011796137079660353,0.012018214045370715,0.00022207696571036224,-0.689738269917121,0.49051158264779715,0.10193321616871705,No
CVAE,19,symmetry error,569,569,0.020542298759512197,0.020637111931463118,9.48131719509214e-05,-0.2145951380933606,0.8301235439047843,0.09666080843585237,No
CVAE,20,fractal dimension error,569,569,0.0037949038734937804,0.003701797862674694,-9.310601081908643e-05,0.7187064394603384,0.47250176361982976,0.14411247803163443,No
CVAE,21,worst radius,569,569,16.269189776770887,16.112702386450476,-0.15648739032041092,0.5884897844978433,0.5563236115689792,0.05272407732864675,No
CVAE,22,worst texture,569,569,25.67722316534113,24.6755466125971,-1.00167655274403,3.083026816963745,0.0021017769650570894,0.1195079086115993,Yes
CVAE,23,worst perimeter,569,569,107.26121279644421,105.39530765151306,-1.8659051449311477,1.008442636484581,0.3134622049465044,0.04745166959578207,No
CVAE,24,worst area,569,569,880.5831290514901,840.3825377345295,-40.20059131696064,1.3105270348329026,0.1902942772481138,0.043936731107205626,No
CVAE,25,worst smoothness,569,569,0.13236859435565862,0.13163004376923892,-0.0007385505864196951,0.5897695003757258,0.5554658021340495,0.054481546572934976,No
CVAE,26,worst compactness,569,569,0.25426504394016597,0.2517284121894669,-0.00253663175069907,0.289666317188449,0.7721253443153535,0.0492091388400703,No
CVAE,27,worst concavity,569,569,0.2721884833807977,0.2705430768443327,-0.0016454065364649995,0.14031898069426527,0.8884331584771297,0.05272407732864675,No
CVAE,28,worst concave points,569,569,0.11460622294146325,0.11368261621397492,-0.000923606727488327,0.24893433554876354,0.8034570526349464,0.0492091388400703,No
CVAE,29,worst symmetry,569,569,0.2900755708948799,0.29031961938932616,0.00024404849444625842,-0.07067348609293983,0.943670266762578,0.04745166959578207,No
CVAE,30,worst fractal dimension,569,569,0.08394581713895387,0.08349788675382602,-0.00044793038512784544,0.4546911279672984,0.6494211978071729,0.05799648506151142,No
GMM,1,mean radius,569,569,14.127291743072348,14.118147821543715,-0.009143921528632859,0.044703815269611376,0.9643512638938485,0.043936731107205626,No
GMM,2,mean texture,569,569,19.289648528677297,19.138071573890993,-0.15157695478630373,0.5872643884524051,0.5571429196566906,0.03866432337434095,No
GMM,3,mean perimeter,569,569,91.96903329993384,91.85318896891991,-0.11584433101393188,0.0822512967017665,0.9344614032737687,0.040421792618629174,No
GMM,4,mean area,569,569,654.889103814043,651.2710167695433,-3.6180870444997026,0.1773826968106945,0.8592394872727912,0.050966608084358524,No
GMM,5,mean smoothness,569,569,0.09636028129312821,0.09732688990910987,0.0009666086159816623,-1.046271966268843,0.2956657011946561,0.09490333919156414,No
GMM,6,mean compactness,569,569,0.10434098429781481,0.10276624674428833,-0.0015747375535264813,0.5008692087243218,0.6165602098963208,0.04745166959578207,No
GMM,7,mean concavity,569,569,0.08879931578830029,0.0852918131189628,-0.003507502669337484,0.7395909613902569,0.4597010365085039,0.11072056239015818,No
GMM,8,mean concave points,569,569,0.04891914597230428,0.04839351646197462,-0.0005256295103296602,0.22798818141216184,0.8196964576045425,0.0773286467486819,No
GMM,9,mean symmetry,569,569,0.18116186307792295,0.1805182966568977,-0.0006435664210252545,0.38539729903105624,0.7000154351272416,0.050966608084358524,No
GMM,10,mean fractal dimension,569,569,0.06279760972974799,0.06308795869193304,0.0002903489621850497,-0.4886661658740982,0.6251963053479831,0.1757469244288225,No
GMM,11,radius error,569,569,0.40517205624515434,0.3946447845467371,-0.010527271698417218,0.658921858869011,0.5100799460600703,0.06854130052724078,No
GMM,12,texture error,569,569,1.2168534254566856,1.1881248717161914,-0.02872855374049421,0.8842753237348191,0.3767347502176889,0.061511423550087874,No
GMM,13,perimeter error,569,569,2.8660592201095474,2.7629041166285377,-0.10315510348100965,0.8952006189650876,0.3708707691639478,0.07557117750439367,No
GMM,14,area error,569,569,40.33707911519887,38.66281947132154,-1.6742596438773276,0.6403015193800264,0.5221062435872472,0.0773286467486819,No
GMM,15,smoothness error,569,569,0.007040978908565007,0.007803469896351693,0.000762490987786686,-1.6922727484622893,0.09106349031818153,0.3163444639718805,No
GMM,16,compactness error,569,569,0.025478138811378913,0.025033195098773667,-0.00044494371260524537,0.38396891775563735,0.7010751914770676,0.16520210896309315,No
GMM,17,concavity error,569,569,0.03189371635352535,0.02749223437479731,-0.004401481978728042,2.3633402393684464,0.018279674957961213,0.15641476274165203,Yes
GMM,18,concave points error,569,569,0.011796137079660353,0.01166431341042639,-0.00013182366923396305,0.2476561220683308,0.8044576977632041,0.20035149384885764,No
GMM,19,symmetry error,569,569,0.020542298759512197,0.020394765304831988,-0.00014753345468020845,0.21717366084004863,0.8281209743248625,0.22671353251318102,No
GMM,20,fractal dimension error,569,569,0.0037949038734937804,0.004419173916984873,0.0006242700434910924,-1.3561512137730394,0.17553098604918677,0.37785588752196836,No
GMM,21,worst radius,569,569,16.269189776770887,16.33935030818195,0.07016053141106227,-0.24799190771344892,0.8041855161515189,0.05975395430579965,No
GMM,22,worst texture,569,569,25.67722316534113,25.54067435373531,-0.13654881160582022,0.36576261822392286,0.7146104652756671,0.05799648506151142,No
GMM,23,worst perimeter,569,569,107.26121279644421,107.45778721707148,0.1965744206272717,-0.10056811462035137,0.9199110813822196,0.05799648506151142,No
GMM,24,worst area,569,569,880.5831290514901,886.6796574114915,6.096528360001344,-0.1828353840686455,0.8549598279625874,0.054481546572934976,No
GMM,25,worst smoothness,569,569,0.13236859435565862,0.13449253662373145,0.0021239422680728315,-1.5102401577525657,0.13126174653719774,0.06854130052724078,No
GMM,26,worst compactness,569,569,0.25426504394016597,0.25136215262964484,-0.0029028913105211274,0.3074101795294867,0.7585875601102113,0.056239015817223195,No
GMM,27,worst concavity,569,569,0.2721884833807977,0.2582038958359617,-0.013984587544836002,1.1205938601067151,0.26269769507194424,0.09490333919156414,No
GMM,28,worst concave points,569,569,0.11460622294146325,0.11555638682217499,0.0009501638807117435,-0.24397666899221745,0.8072929435340827,0.05799648506151142,No
GMM,29,worst symmetry,569,569,0.2900755708948799,0.2898108014584845,-0.00026476943639541783,0.0694889187633765,0.9446127481996518,0.05975395430579965,No
GMM,30,worst fractal dimension,569,569,0.08394581713895387,0.08397564399980913,2.9826860855258763e-05,-0.025236285805238973,0.9798710687343841,0.11072056239015818,No
